gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_002650 IDBA_scaffold_26401 591 1474 . 1 884 TCONS_00004298 NA
XLOC_002651 IDBA_scaffold_26419 3 153 . 1 151 TCONS_00004299 NA
XLOC_002652 IDBA_scaffold_2642 11811 18696 - 3 4515 TCONS_00004300 TCONS_00004301;TCONS_00004302
XLOC_002653 IDBA_scaffold_2642 20201 23006 - 1 1004 TCONS_00004303 NA
XLOC_002654 IDBA_scaffold_2642 7193 11478 . 1 4286 TCONS_00004304 NA
XLOC_002655 IDBA_scaffold_26429 26 411 . 1 386 TCONS_00004305 NA
XLOC_002656 IDBA_scaffold_26439 69 723 . 1 655 TCONS_00004306 NA
XLOC_002657 IDBA_scaffold_2644 11591 20953 + 3 4413 TCONS_00004307 TCONS_00004308;TCONS_00004309
XLOC_002658 IDBA_scaffold_2644 2433 8916 - 3 1858 TCONS_00004310 TCONS_00004311;TCONS_00004312
XLOC_002659 IDBA_scaffold_26450 116 1047 . 1 932 TCONS_00004313 NA
XLOC_002660 IDBA_scaffold_26450 1271 2050 . 1 780 TCONS_00004314 NA
XLOC_002661 IDBA_scaffold_26461 580 1625 + 1 969 TCONS_00004315 NA
XLOC_002662 IDBA_scaffold_26466 3 2083 + 1 1982 TCONS_00004316 NA
XLOC_002663 IDBA_scaffold_26475 3511 4096 . 1 586 TCONS_00004317 NA
XLOC_002664 IDBA_scaffold_26476 616 2049 + 1 1061 TCONS_00004318 NA
XLOC_002665 IDBA_scaffold_26481 215 1732 . 1 1518 TCONS_00004319 NA
XLOC_002666 IDBA_scaffold_26488 2085 2413 . 1 329 TCONS_00004320 NA
XLOC_002667 IDBA_scaffold_2650 12566 14133 + 1 704 TCONS_00004321 NA
XLOC_002668 IDBA_scaffold_2650 3 1880 - 4 1205 TCONS_00004324 TCONS_00004325;TCONS_00004323;TCONS_00004322
XLOC_002669 IDBA_scaffold_2650 2736 6846 - 6 2552 TCONS_00004326 TCONS_00004327;TCONS_00004328;TCONS_00004330;TCONS_00004329;TCONS_00004331
XLOC_002670 IDBA_scaffold_2650 7192 13146 - 7 2984 TCONS_00004332 TCONS_00004335;TCONS_00004334;TCONS_00004333;TCONS_00004336;TCONS_00004337;TCONS_00004338
XLOC_002671 IDBA_scaffold_26505 4554 5350 . 1 797 TCONS_00004339 NA
XLOC_002672 IDBA_scaffold_2653 15961 17773 + 1 1318 TCONS_00004340 NA
XLOC_002673 IDBA_scaffold_2653 5159 9814 - 4 2002 TCONS_00004341 TCONS_00004343;TCONS_00004342;TCONS_00004344
XLOC_002674 IDBA_scaffold_2653 10164 22408 - 2 4593 TCONS_00004345 TCONS_00004346
XLOC_002675 IDBA_scaffold_2653 2456 3452 . 1 997 TCONS_00004347 NA
XLOC_002676 IDBA_scaffold_26544 2 2027 . 1 2026 TCONS_00004348 NA
XLOC_002677 IDBA_scaffold_26575 7 2034 + 2 1697 TCONS_00004350 TCONS_00004349
XLOC_002678 IDBA_scaffold_26576 12 1640 - 1 893 TCONS_00004351 NA
XLOC_002679 IDBA_scaffold_26584 1563 2069 . 1 507 TCONS_00004352 NA
XLOC_002680 IDBA_scaffold_266 258 1558 + 1 928 TCONS_00004353 NA
XLOC_002681 IDBA_scaffold_266 7861 12755 + 1 2563 TCONS_00004354 NA
XLOC_002682 IDBA_scaffold_266 14095 20367 + 3 4112 TCONS_00004355 TCONS_00004356;TCONS_00004357
XLOC_002683 IDBA_scaffold_266 20531 27012 + 1 5824 TCONS_00004358 NA
XLOC_002684 IDBA_scaffold_266 32908 38823 + 3 5079 TCONS_00004359 TCONS_00004360;TCONS_00004361
XLOC_002685 IDBA_scaffold_266 1644 8269 - 4 3542 TCONS_00004362 TCONS_00004363;TCONS_00004364;TCONS_00004365
XLOC_002686 IDBA_scaffold_266 11034 12976 - 2 1783 TCONS_00004366 TCONS_00004367
XLOC_002687 IDBA_scaffold_266 13324 15177 - 1 1504 TCONS_00004368 NA
XLOC_002688 IDBA_scaffold_266 22629 32893 - 5 5603 TCONS_00004369 TCONS_00004370;TCONS_00004371;TCONS_00004372;TCONS_00004373
XLOC_002689 IDBA_scaffold_266 34714 39584 - 4 3679 TCONS_00004376 TCONS_00004375;TCONS_00004374;TCONS_00004377
XLOC_002690 IDBA_scaffold_2662 5453 12378 + 1 1524 TCONS_00004378 NA
XLOC_002691 IDBA_scaffold_26629 2 386 . 1 385 TCONS_00004379 NA
XLOC_002692 IDBA_scaffold_26634 187 1890 + 5 1103 TCONS_00004381 TCONS_00004380;TCONS_00004383;TCONS_00004382;TCONS_00004384
XLOC_002693 IDBA_scaffold_26640 853 1764 . 1 912 TCONS_00004385 NA
XLOC_002694 IDBA_scaffold_2665 1975 4518 + 2 1772 TCONS_00004387 TCONS_00004386
XLOC_002695 IDBA_scaffold_2665 3529 4809 - 1 1066 TCONS_00004388 NA
XLOC_002696 IDBA_scaffold_2665 5104 8594 - 2 587 TCONS_00004389 TCONS_00004390
XLOC_002697 IDBA_scaffold_26652 1064 1900 . 1 837 TCONS_00004391 NA
XLOC_002698 IDBA_scaffold_2667 8224 9421 . 1 1198 TCONS_00004392 NA
XLOC_002699 IDBA_scaffold_26678 3 1766 . 1 1764 TCONS_00004393 NA
XLOC_002700 IDBA_scaffold_26702 657 2468 . 1 1812 TCONS_00004394 NA
XLOC_002701 IDBA_scaffold_26727 206 1668 . 1 1463 TCONS_00004395 NA
XLOC_002702 IDBA_scaffold_26735 52 937 . 1 886 TCONS_00004396 NA
XLOC_002703 IDBA_scaffold_26743 3596 4603 . 1 1008 TCONS_00004397 NA
XLOC_002704 IDBA_scaffold_26773 3 2218 . 1 2216 TCONS_00004398 NA
XLOC_002705 IDBA_scaffold_26775 12 2048 . 1 2037 TCONS_00004399 NA
XLOC_002706 IDBA_scaffold_26790 1231 1748 + 1 230 TCONS_00004400 NA
XLOC_002707 IDBA_scaffold_26800 1208 2045 . 1 838 TCONS_00004401 NA
XLOC_002708 IDBA_scaffold_26814 482 1168 . 1 687 TCONS_00004402 NA
XLOC_002709 IDBA_scaffold_26835 1358 1964 + 1 394 TCONS_00004403 NA
XLOC_002710 IDBA_scaffold_2686 976 2380 . 1 1405 TCONS_00004404 NA
XLOC_002711 IDBA_scaffold_2686 4250 4810 . 1 561 TCONS_00004405 NA
XLOC_002712 IDBA_scaffold_2686 9637 12113 . 1 2477 TCONS_00004406 NA
XLOC_002713 IDBA_scaffold_26866 917 4107 - 2 1689 TCONS_00004407 TCONS_00004408
XLOC_002714 IDBA_scaffold_26877 1266 2442 . 1 1177 TCONS_00004409 NA
XLOC_002715 IDBA_scaffold_2689 14278 15045 . 1 768 TCONS_00004410 NA
XLOC_002716 IDBA_scaffold_269 12997 17203 + 1 3320 TCONS_00004411 NA
XLOC_002717 IDBA_scaffold_269 40986 44762 + 1 1233 TCONS_00004412 NA
XLOC_002718 IDBA_scaffold_269 57366 63792 + 2 4402 TCONS_00004413 TCONS_00004414
XLOC_002719 IDBA_scaffold_269 25847 40934 - 8 4517 TCONS_00004415 TCONS_00004416;TCONS_00004417;TCONS_00004418;TCONS_00004419;TCONS_00004420;TCONS_00004421;TCONS_00004422
XLOC_002720 IDBA_scaffold_269 41443 57053 - 8 11316 TCONS_00004425 TCONS_00004427;TCONS_00004428;TCONS_00004426;TCONS_00004424;TCONS_00004423;TCONS_00004430;TCONS_00004429
XLOC_002721 IDBA_scaffold_26902 8 1764 . 1 1757 TCONS_00004431 NA
XLOC_002722 IDBA_scaffold_26904 2040 2976 . 1 937 TCONS_00004432 NA
XLOC_002723 IDBA_scaffold_26913 2 2009 - 2 1687 TCONS_00004433 TCONS_00004434
XLOC_002724 IDBA_scaffold_26919 57 2031 + 3 1130 TCONS_00004435 TCONS_00004436;TCONS_00004437
XLOC_002725 IDBA_scaffold_26919 790 1922 - 1 669 TCONS_00004438 NA
XLOC_002726 IDBA_scaffold_26933 3 702 . 1 700 TCONS_00004439 NA
XLOC_002727 IDBA_scaffold_2695 904 1888 + 1 898 TCONS_00004440 NA
XLOC_002728 IDBA_scaffold_2695 3444 9140 + 1 3703 TCONS_00004441 NA
XLOC_002729 IDBA_scaffold_2695 10 3362 - 7 2019 TCONS_00004442 TCONS_00004443;TCONS_00004444;TCONS_00004445;TCONS_00004448;TCONS_00004447;TCONS_00004446
XLOC_002730 IDBA_scaffold_2695 6242 10544 - 2 3222 TCONS_00004449 TCONS_00004450
XLOC_002731 IDBA_scaffold_26950 1233 2002 . 1 770 TCONS_00004451 NA
XLOC_002732 IDBA_scaffold_26980 1372 2545 + 2 433 TCONS_00004452 TCONS_00004453
XLOC_002733 IDBA_scaffold_26986 168 407 . 1 240 TCONS_00004454 NA
XLOC_002734 IDBA_scaffold_2699 1067 8245 + 2 4208 TCONS_00004455 TCONS_00004456
XLOC_002735 IDBA_scaffold_2699 6735 10729 - 1 2234 TCONS_00004457 NA
XLOC_002736 IDBA_scaffold_2699 14872 21918 - 1 3633 TCONS_00004458 NA
XLOC_002737 IDBA_scaffold_26999 2297 2615 . 1 319 TCONS_00004459 NA
XLOC_002738 IDBA_scaffold_27028 617 1992 + 1 610 TCONS_00004460 NA
XLOC_002739 IDBA_scaffold_2703 11409 12679 + 1 1079 TCONS_00004461 NA
XLOC_002740 IDBA_scaffold_27034 2 1246 + 1 928 TCONS_00004462 NA
XLOC_002741 IDBA_scaffold_27034 2364 3054 . 1 691 TCONS_00004463 NA
XLOC_002742 IDBA_scaffold_27078 73 1726 + 1 986 TCONS_00004464 NA
XLOC_002743 IDBA_scaffold_27099 1639 1855 . 1 217 TCONS_00004465 NA
XLOC_002744 IDBA_scaffold_27101 711 1508 + 1 423 TCONS_00004466 NA
XLOC_002745 IDBA_scaffold_27106 176 2577 . 1 2402 TCONS_00004467 NA
XLOC_002746 IDBA_scaffold_27124 6 1377 . 1 1372 TCONS_00004468 NA
XLOC_002747 IDBA_scaffold_27161 51 965 . 1 915 TCONS_00004469 NA
XLOC_002748 IDBA_scaffold_27181 1392 1999 . 1 608 TCONS_00004470 NA
XLOC_002749 IDBA_scaffold_27190 387 1994 . 1 1608 TCONS_00004471 NA
XLOC_002750 IDBA_scaffold_2720 16 2375 - 5 1669 TCONS_00004472 TCONS_00004473;TCONS_00004474;TCONS_00004475;TCONS_00004476
XLOC_002751 IDBA_scaffold_2720 12558 12949 . 1 392 TCONS_00004477 NA
XLOC_002752 IDBA_scaffold_27204 12 1973 + 2 1886 TCONS_00004478 TCONS_00004479
XLOC_002753 IDBA_scaffold_27205 4630 5243 + 1 540 TCONS_00004480 NA
XLOC_002754 IDBA_scaffold_27207 96 1933 . 1 1838 TCONS_00004481 NA
XLOC_002755 IDBA_scaffold_27214 3 2398 . 1 2396 TCONS_00004482 NA
XLOC_002756 IDBA_scaffold_27233 3 935 . 1 933 TCONS_00004483 NA
XLOC_002757 IDBA_scaffold_27233 1296 1640 . 1 345 TCONS_00004484 NA
XLOC_002758 IDBA_scaffold_27247 596 1477 . 1 882 TCONS_00004485 NA
XLOC_002759 IDBA_scaffold_27264 124 1983 . 1 1860 TCONS_00004486 NA
XLOC_002760 IDBA_scaffold_27272 524 1641 - 1 710 TCONS_00004487 NA
XLOC_002761 IDBA_scaffold_27292 1458 2066 . 1 609 TCONS_00004488 NA
XLOC_002762 IDBA_scaffold_27299 6 1985 - 2 1980 TCONS_00004490 TCONS_00004489
XLOC_002763 IDBA_scaffold_273 2047 3653 + 2 1539 TCONS_00004492 TCONS_00004491
XLOC_002764 IDBA_scaffold_273 5557 14674 - 7 6970 TCONS_00004494 TCONS_00004493;TCONS_00004498;TCONS_00004497;TCONS_00004496;TCONS_00004495;TCONS_00004499
XLOC_002765 IDBA_scaffold_273 14743 16450 - 2 1426 TCONS_00004500 TCONS_00004501
XLOC_002766 IDBA_scaffold_273 16920 29486 - 1 719 TCONS_00004502 NA
XLOC_002767 IDBA_scaffold_273 17 1931 . 1 1915 TCONS_00004503 NA
XLOC_002768 IDBA_scaffold_27335 125 760 . 1 636 TCONS_00004504 NA
XLOC_002769 IDBA_scaffold_27338 484 1106 . 1 623 TCONS_00004505 NA
XLOC_002770 IDBA_scaffold_27340 2 1980 . 1 1979 TCONS_00004506 NA
XLOC_002771 IDBA_scaffold_27361 412 1426 - 1 434 TCONS_00004507 NA
XLOC_002772 IDBA_scaffold_27370 19 414 . 1 396 TCONS_00004508 NA
XLOC_002773 IDBA_scaffold_27376 1730 1976 . 1 247 TCONS_00004509 NA
XLOC_002774 IDBA_scaffold_27378 215 1824 - 1 1228 TCONS_00004510 NA
XLOC_002775 IDBA_scaffold_2738 5049 12139 + 3 1855 TCONS_00004511 TCONS_00004512;TCONS_00004513
XLOC_002776 IDBA_scaffold_27393 154 1974 + 1 1596 TCONS_00004514 NA
XLOC_002777 IDBA_scaffold_2740 1180 5600 - 2 1322 TCONS_00004515 TCONS_00004516
XLOC_002778 IDBA_scaffold_27401 3 1385 . 1 1383 TCONS_00004517 NA
XLOC_002779 IDBA_scaffold_27404 205 833 . 1 629 TCONS_00004518 NA
XLOC_002780 IDBA_scaffold_27409 8 698 . 1 691 TCONS_00004519 NA
XLOC_002781 IDBA_scaffold_27482 2 1829 + 1 1592 TCONS_00004520 NA
XLOC_002782 IDBA_scaffold_27482 2 1811 - 3 1621 TCONS_00004521 TCONS_00004522;TCONS_00004523
XLOC_002783 IDBA_scaffold_27499 117 1962 . 1 1846 TCONS_00004524 NA
XLOC_002784 IDBA_scaffold_275 13527 20607 + 1 5791 TCONS_00004525 NA
XLOC_002785 IDBA_scaffold_275 27190 37227 + 4 4848 TCONS_00004528 TCONS_00004527;TCONS_00004526;TCONS_00004529
XLOC_002786 IDBA_scaffold_275 2783 13419 - 10 5116 TCONS_00004530 TCONS_00004531;TCONS_00004532;TCONS_00004533;TCONS_00004534;TCONS_00004537;TCONS_00004536;TCONS_00004535;TCONS_00004538;TCONS_00004539
XLOC_002787 IDBA_scaffold_275 20703 26892 - 5 5480 TCONS_00004540 TCONS_00004541;TCONS_00004542;TCONS_00004544;TCONS_00004543
XLOC_002788 IDBA_scaffold_275 31564 33591 - 3 1292 TCONS_00004545 TCONS_00004546;TCONS_00004547
XLOC_002789 IDBA_scaffold_275 33972 39124 - 8 3916 TCONS_00004550 TCONS_00004552;TCONS_00004551;TCONS_00004549;TCONS_00004548;TCONS_00004554;TCONS_00004553;TCONS_00004555
XLOC_002790 IDBA_scaffold_2750 4478 19656 + 2 2764 TCONS_00004556 TCONS_00004557
XLOC_002791 IDBA_scaffold_27509 9 651 + 1 482 TCONS_00004558 NA
XLOC_002792 IDBA_scaffold_2753 362 1898 + 2 1135 TCONS_00004559 TCONS_00004560
XLOC_002793 IDBA_scaffold_27532 2 1261 . 1 1260 TCONS_00004561 NA
XLOC_002794 IDBA_scaffold_27558 1148 1466 . 1 319 TCONS_00004562 NA
XLOC_002795 IDBA_scaffold_2757 3308 16854 - 4 1681 TCONS_00004563 TCONS_00004566;TCONS_00004565;TCONS_00004564
XLOC_002796 IDBA_scaffold_2757 450 2860 . 1 2411 TCONS_00004567 NA
XLOC_002797 IDBA_scaffold_27574 2 786 . 1 785 TCONS_00004568 NA
XLOC_002798 IDBA_scaffold_27580 723 1838 - 1 445 TCONS_00004569 NA
XLOC_002799 IDBA_scaffold_27600 891 1272 . 1 382 TCONS_00004570 NA
XLOC_002800 IDBA_scaffold_2762 10967 22823 - 1 1705 TCONS_00004571 NA
XLOC_002801 IDBA_scaffold_27623 1115 2723 - 1 1520 TCONS_00004572 NA
XLOC_002802 IDBA_scaffold_27623 2 156 . 1 155 TCONS_00004573 NA
XLOC_002803 IDBA_scaffold_27623 3012 3334 . 1 323 TCONS_00004574 NA
XLOC_002804 IDBA_scaffold_27629 22 1824 + 1 1213 TCONS_00004575 NA
XLOC_002805 IDBA_scaffold_27660 161 1832 . 1 1672 TCONS_00004576 NA
XLOC_002806 IDBA_scaffold_27662 117 890 . 1 774 TCONS_00004577 NA
XLOC_002807 IDBA_scaffold_27691 1179 2370 . 1 1192 TCONS_00004578 NA
XLOC_002808 IDBA_scaffold_27706 1195 3439 + 4 1429 TCONS_00004579 TCONS_00004580;TCONS_00004581;TCONS_00004582
XLOC_002809 IDBA_scaffold_27718 856 2131 . 1 1276 TCONS_00004583 NA
XLOC_002810 IDBA_scaffold_27726 263 1938 - 1 1464 TCONS_00004584 NA
XLOC_002811 IDBA_scaffold_27746 1 1806 . 1 1806 TCONS_00004585 NA
XLOC_002812 IDBA_scaffold_27756 1 1915 . 1 1915 TCONS_00004586 NA
XLOC_002813 IDBA_scaffold_2776 6 2974 . 1 2969 TCONS_00004587 NA
XLOC_002814 IDBA_scaffold_27762 470 1874 . 1 1405 TCONS_00004588 NA
XLOC_002815 IDBA_scaffold_2778 7515 9113 . 1 1599 TCONS_00004589 NA
XLOC_002816 IDBA_scaffold_27783 477 1894 . 1 1418 TCONS_00004590 NA
XLOC_002817 IDBA_scaffold_278 27207 50714 - 5 1069 TCONS_00004592 TCONS_00004591;TCONS_00004593;TCONS_00004595;TCONS_00004594
XLOC_002818 IDBA_scaffold_278 14787 15556 . 1 770 TCONS_00004596 NA
XLOC_002819 IDBA_scaffold_278 16591 18400 . 1 1810 TCONS_00004597 NA
XLOC_002820 IDBA_scaffold_278 21487 23278 . 1 1792 TCONS_00004598 NA
XLOC_002821 IDBA_scaffold_278 25279 26630 . 1 1352 TCONS_00004599 NA
XLOC_002822 IDBA_scaffold_27812 673 1794 . 1 1122 TCONS_00004600 NA
XLOC_002823 IDBA_scaffold_27820 1838 2652 . 1 815 TCONS_00004601 NA
XLOC_002824 IDBA_scaffold_27820 2722 3269 . 1 548 TCONS_00004602 NA
XLOC_002825 IDBA_scaffold_2784 13243 15837 - 1 2413 TCONS_00004603 NA
XLOC_002826 IDBA_scaffold_27857 2 1884 + 4 1094 TCONS_00004605 TCONS_00004604;TCONS_00004606;TCONS_00004607
XLOC_002827 IDBA_scaffold_27861 1 1881 + 1 1370 TCONS_00004608 NA
XLOC_002828 IDBA_scaffold_27866 101 1204 . 1 1104 TCONS_00004609 NA
XLOC_002829 IDBA_scaffold_27866 1360 1921 . 1 562 TCONS_00004610 NA
XLOC_002830 IDBA_scaffold_2787 874 19368 + 1 1554 TCONS_00004611 NA
XLOC_002831 IDBA_scaffold_27877 3617 4091 . 1 475 TCONS_00004612 NA
XLOC_002832 IDBA_scaffold_27881 436 1148 . 1 713 TCONS_00004613 NA
XLOC_002833 IDBA_scaffold_27896 1617 1918 . 1 302 TCONS_00004614 NA
XLOC_002834 IDBA_scaffold_27903 2075 3036 . 1 962 TCONS_00004615 NA
XLOC_002835 IDBA_scaffold_2791 117 1930 - 2 1338 TCONS_00004617 TCONS_00004616
XLOC_002836 IDBA_scaffold_2791 2316 4360 - 1 1019 TCONS_00004618 NA
XLOC_002837 IDBA_scaffold_2791 6719 9305 - 1 1326 TCONS_00004619 NA
XLOC_002838 IDBA_scaffold_2791 9594 11282 - 1 1089 TCONS_00004620 NA
XLOC_002839 IDBA_scaffold_2791 5402 6371 . 1 970 TCONS_00004621 NA
XLOC_002840 IDBA_scaffold_2792 8422 9699 . 1 1278 TCONS_00004622 NA
XLOC_002841 IDBA_scaffold_2792 14797 18291 . 1 3495 TCONS_00004623 NA
XLOC_002842 IDBA_scaffold_27942 419 1914 . 1 1496 TCONS_00004624 NA
XLOC_002843 IDBA_scaffold_27947 1 775 + 1 560 TCONS_00004625 NA
XLOC_002844 IDBA_scaffold_2795 4829 9640 + 1 1312 TCONS_00004626 NA
XLOC_002845 IDBA_scaffold_2795 12968 18190 - 1 1269 TCONS_00004627 NA
XLOC_002846 IDBA_scaffold_27953 181 1597 - 1 467 TCONS_00004628 NA
XLOC_002847 IDBA_scaffold_27967 8 528 . 1 521 TCONS_00004629 NA
XLOC_002848 IDBA_scaffold_27968 644 2998 + 1 1574 TCONS_00004630 NA
XLOC_002849 IDBA_scaffold_2798 5507 6479 + 1 662 TCONS_00004631 NA
XLOC_002850 IDBA_scaffold_2799 2781 7675 + 1 3086 TCONS_00004632 NA
XLOC_002851 IDBA_scaffold_27992 1249 2708 . 1 1460 TCONS_00004633 NA
XLOC_002852 IDBA_scaffold_28003 5 1931 . 1 1927 TCONS_00004634 NA
XLOC_002853 IDBA_scaffold_2803 34671 38381 + 3 3166 TCONS_00004635 TCONS_00004636;TCONS_00004637
XLOC_002854 IDBA_scaffold_2803 5915 6940 . 1 1026 TCONS_00004638 NA
XLOC_002855 IDBA_scaffold_28063 60 411 . 1 352 TCONS_00004639 NA
XLOC_002856 IDBA_scaffold_28077 465 1903 - 1 194 TCONS_00004640 NA
XLOC_002857 IDBA_scaffold_281 27410 35229 + 1 3876 TCONS_00004641 NA
XLOC_002858 IDBA_scaffold_281 49168 54604 + 2 1660 TCONS_00004642 TCONS_00004643
XLOC_002859 IDBA_scaffold_281 1586 18237 - 3 8357 TCONS_00004644 TCONS_00004646;TCONS_00004645
XLOC_002860 IDBA_scaffold_281 20708 29072 - 1 5025 TCONS_00004647 NA
XLOC_002861 IDBA_scaffold_281 35501 48726 - 5 3736 TCONS_00004648 TCONS_00004649;TCONS_00004650;TCONS_00004651;TCONS_00004652
XLOC_002862 IDBA_scaffold_281 54872 55605 . 1 734 TCONS_00004653 NA
XLOC_002863 IDBA_scaffold_28104 177 872 . 1 696 TCONS_00004654 NA
XLOC_002864 IDBA_scaffold_28104 1064 2937 . 1 1874 TCONS_00004655 NA
XLOC_002865 IDBA_scaffold_28120 7 2159 . 1 2153 TCONS_00004656 NA
XLOC_002866 IDBA_scaffold_2813 1994 5287 + 2 1488 TCONS_00004657 TCONS_00004658
XLOC_002867 IDBA_scaffold_2813 6344 7531 + 1 1065 TCONS_00004659 NA
XLOC_002868 IDBA_scaffold_2813 9291 12114 + 2 2381 TCONS_00004660 TCONS_00004661
XLOC_002869 IDBA_scaffold_2813 357 2309 - 1 1152 TCONS_00004662 NA
XLOC_002870 IDBA_scaffold_2813 7014 9227 - 1 1231 TCONS_00004663 NA
XLOC_002871 IDBA_scaffold_2813 10683 12169 - 1 1356 TCONS_00004664 NA
XLOC_002872 IDBA_scaffold_28132 7 1895 - 4 1821 TCONS_00004667 TCONS_00004668;TCONS_00004666;TCONS_00004665
XLOC_002873 IDBA_scaffold_28148 26 1621 - 1 704 TCONS_00004669 NA
XLOC_002874 IDBA_scaffold_28173 6 2396 + 1 1272 TCONS_00004670 NA
XLOC_002875 IDBA_scaffold_28197 282 1191 . 1 910 TCONS_00004671 NA
XLOC_002876 IDBA_scaffold_28209 126 1886 . 1 1761 TCONS_00004672 NA
XLOC_002877 IDBA_scaffold_28210 9 375 . 1 367 TCONS_00004673 NA
XLOC_002878 IDBA_scaffold_28218 14 487 . 1 474 TCONS_00004674 NA
XLOC_002879 IDBA_scaffold_28219 57 5153 - 1 4939 TCONS_00004675 NA
XLOC_002880 IDBA_scaffold_28220 3 1835 . 1 1833 TCONS_00004676 NA
XLOC_002881 IDBA_scaffold_28229 185 1012 - 3 744 TCONS_00004677 TCONS_00004678;TCONS_00004679
XLOC_002882 IDBA_scaffold_28238 793 1533 . 1 741 TCONS_00004680 NA
XLOC_002883 IDBA_scaffold_28254 288 3272 . 1 2985 TCONS_00004681 NA
XLOC_002884 IDBA_scaffold_2828 2494 4311 . 1 1818 TCONS_00004682 NA
XLOC_002885 IDBA_scaffold_28291 1088 2092 . 1 1005 TCONS_00004683 NA
XLOC_002886 IDBA_scaffold_28310 20 3071 . 1 3052 TCONS_00004684 NA
XLOC_002887 IDBA_scaffold_28312 1143 1779 . 1 637 TCONS_00004685 NA
XLOC_002888 IDBA_scaffold_28359 143 755 + 1 304 TCONS_00004686 NA
XLOC_002889 IDBA_scaffold_28368 96 1828 - 1 992 TCONS_00004687 NA
XLOC_002890 IDBA_scaffold_2837 2334 7704 + 1 1929 TCONS_00004688 NA
XLOC_002891 IDBA_scaffold_2837 10293 12853 + 2 1371 TCONS_00004689 TCONS_00004690
XLOC_002892 IDBA_scaffold_28371 396 1095 . 1 700 TCONS_00004691 NA
XLOC_002893 IDBA_scaffold_28409 1554 1762 . 1 209 TCONS_00004692 NA
XLOC_002894 IDBA_scaffold_28422 1105 1841 - 1 617 TCONS_00004693 NA
XLOC_002895 IDBA_scaffold_28422 98 933 . 1 836 TCONS_00004694 NA
XLOC_002896 IDBA_scaffold_28429 1763 1861 . 1 99 TCONS_00004695 NA
XLOC_002897 IDBA_scaffold_28459 1546 1857 . 1 312 TCONS_00004696 NA
XLOC_002898 IDBA_scaffold_2848 8921 17181 - 5 5268 TCONS_00004697 TCONS_00004698;TCONS_00004699;TCONS_00004701;TCONS_00004700
XLOC_002899 IDBA_scaffold_28483 1541 1832 . 1 292 TCONS_00004702 NA
XLOC_002900 IDBA_scaffold_2849 9382 10930 - 1 1428 TCONS_00004703 NA
XLOC_002901 IDBA_scaffold_28495 34 1196 . 1 1163 TCONS_00004704 NA
XLOC_002902 IDBA_scaffold_28500 5 1848 - 4 939 TCONS_00004706 TCONS_00004705;TCONS_00004708;TCONS_00004707
XLOC_002903 IDBA_scaffold_28502 149 1846 + 3 1608 TCONS_00004709 TCONS_00004710;TCONS_00004711
XLOC_002904 IDBA_scaffold_28505 2 2471 - 2 819 TCONS_00004713 TCONS_00004712
XLOC_002905 IDBA_scaffold_28507 1155 1852 - 1 591 TCONS_00004714 NA
XLOC_002906 IDBA_scaffold_2853 4831 5992 . 1 1162 TCONS_00004715 NA
XLOC_002907 IDBA_scaffold_28535 1951 2232 . 1 282 TCONS_00004716 NA
XLOC_002908 IDBA_scaffold_28547 244 756 . 1 513 TCONS_00004717 NA
XLOC_002909 IDBA_scaffold_28563 6 1846 . 1 1841 TCONS_00004718 NA
XLOC_002910 IDBA_scaffold_28565 1190 2886 + 1 1546 TCONS_00004719 NA
XLOC_002911 IDBA_scaffold_28584 744 1844 + 1 705 TCONS_00004720 NA
XLOC_002912 IDBA_scaffold_28599 708 1718 . 1 1011 TCONS_00004721 NA
XLOC_002913 IDBA_scaffold_28612 1466 2285 . 1 820 TCONS_00004722 NA
XLOC_002914 IDBA_scaffold_28613 323 1489 + 1 509 TCONS_00004723 NA
XLOC_002915 IDBA_scaffold_28619 296 1216 . 1 921 TCONS_00004724 NA
XLOC_002916 IDBA_scaffold_28633 1776 2848 . 1 1073 TCONS_00004725 NA
XLOC_002917 IDBA_scaffold_28639 200 1525 + 1 897 TCONS_00004726 NA
XLOC_002918 IDBA_scaffold_28654 1300 1804 . 1 505 TCONS_00004727 NA
XLOC_002919 IDBA_scaffold_28671 1 1836 . 1 1836 TCONS_00004728 NA
XLOC_002920 IDBA_scaffold_28682 1166 2045 . 1 880 TCONS_00004729 NA
XLOC_002921 IDBA_scaffold_28705 337 1527 . 1 1191 TCONS_00004730 NA
XLOC_002922 IDBA_scaffold_28710 198 661 . 1 464 TCONS_00004731 NA
XLOC_002923 IDBA_scaffold_28713 1027 1643 . 1 617 TCONS_00004732 NA
XLOC_002924 IDBA_scaffold_2872 9755 11674 + 1 711 TCONS_00004733 NA
XLOC_002925 IDBA_scaffold_2872 491 10670 - 4 2910 TCONS_00004734 TCONS_00004736;TCONS_00004735;TCONS_00004737
XLOC_002926 IDBA_scaffold_28744 931 2607 + 1 680 TCONS_00004738 NA
XLOC_002927 IDBA_scaffold_2875 1012 4385 + 1 1878 TCONS_00004739 NA
XLOC_002928 IDBA_scaffold_28803 610 1259 . 1 650 TCONS_00004740 NA
XLOC_002929 IDBA_scaffold_28824 17 1644 . 1 1628 TCONS_00004741 NA
XLOC_002930 IDBA_scaffold_28833 49 406 . 1 358 TCONS_00004742 NA
XLOC_002931 IDBA_scaffold_2884 6352 17796 + 3 6603 TCONS_00004743 TCONS_00004744;TCONS_00004745
